0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 
0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 
-0.7201953849E-05 0.2175812774E-07 0.2595092701E-04 -0.2718559335E-04 -0.1992526697E-02 
0.3409574274E-03 -0.2669384003E-06 -0.2877427733E-05 0.2233413397E-04 -0.4895311315E-02 
-0.5079726106E-03 -0.1253070536E-06 -0.2745437378E-03 0.5364721292E-03 -0.2836076776E-02 
0.3249488072E-03 0.2191841049E-03 -0.4347376525E-03 0.4072512675E-03 -0.5590659566E-02 
-0.5501616397E-04 -0.1297286190E-06 0.6960434348E-05 0.2549668352E-04 -0.4310699180E-02 
0.7028555847E-03 -0.9962070180E-05 0.1710459173E-05 0.1409010838E-04 -0.8289987221E-02 
-0.2172290078E-04 -0.3989707409E-07 0.2389580550E-04 -0.6489086900E-05 -0.3854499198E-02 
0.5280275363E-03 -0.1596550101E-04 0.6973206837E-05 0.1086469183E-04 -0.7812239695E-02 
-0.1801840153E-04 -0.3744863264E-07 0.1101144517E-04 0.9360347804E-06 -0.3783365712E-02 
0.4804106429E-03 -0.7088700841E-05 -0.1761513886E-05 0.1233436615E-04 -0.7543273270E-02 
-0.3953613486E-04 -0.6966173061E-07 0.2432052315E-04 0.5395429071E-05 -0.7646816317E-02 
0.9761826368E-03 -0.1881297248E-04 -0.2442187679E-05 0.2513332220E-04 -0.1493658032E-01 
-0.1026732480E-04 -0.5256998747E-07 0.2264118484E-04 -0.1634285400E-04 -0.7714427076E-02 
0.9706350393E-03 -0.2110319474E-04 0.1838846765E-04 0.1363563570E-05 -0.1494105719E-01 
-0.7767008015E-06 -0.1389084616E-06 -0.3904138794E-05 0.7931917168E-07 -0.7731657475E-02 
0.9408644983E-03 -0.1098651137E-04 0.1421913930E-04 -0.5557878012E-05 -0.1538178977E-01 
0.2644048800E-04 -0.1199077815E-06 0.4398904275E-04 -0.6137680612E-04 -0.1577022858E-01 
0.1857142430E-02 -0.3860556171E-04 0.4874475781E-04 -0.2072723146E-04 -0.3053808026E-01 
0.3021706834E-04 -0.4060801189E-06 -0.7164719591E-05 -0.1976148269E-04 -0.2422977239E-01 
0.2704837359E-02 -0.1468220717E-05 0.1633938700E-04 -0.2325287278E-04 -0.4637904465E-01 
0.8076304221E-04 -0.7451329793E-06 0.5367688209E-04 -0.1171055701E-03 -0.4237793386E-01 
0.4660619423E-02 -0.4673100193E-04 0.9503083129E-04 -0.6752550689E-04 -0.7918652892E-01 
0.3600887794E-04 -0.8852626365E-06 -0.3691943675E-05 -0.2050790317E-04 -0.4387237877E-01 
0.4762190860E-02 0.5568468850E-06 0.8174737559E-05 -0.1703705129E-04 -0.8143868297E-01 
0.9901917110E-05 -0.7095976002E-06 -0.5081366908E-04 0.4338891813E-04 -0.4508661851E-01 
0.4679837730E-02 -0.5652645541E-05 0.3670042861E-04 -0.3681396265E-04 -0.8330145478E-01 
0.9531331671E-05 -0.9125087672E-06 0.1881205753E-04 -0.3208508133E-04 -0.4179305956E-01 
0.3044016659E-02 -0.7731571532E-04 0.1456639438E-03 -0.7153167098E-04 -0.8449928463E-01 
0.1655443455E-02 -0.6173813745E-05 0.6627489347E-03 -0.1707695541E-02 -0.2001772076 
0.1564566232E-01 -0.3895876871E-03 0.1049068873E-02 -0.7943426608E-03 -0.3552100062 
0.1363402698E-03 -0.2733576821E-05 -0.3565252700E-04 0.1261199504E-03 -0.1067132130 
0.2804737771E-02 0.4083415115E-04 -0.1100017471E-03 0.6427295739E-04 -0.1864105314 
0.5741299246E-03 -0.4579452707E-05 0.3003891616E-03 -0.5175614497E-03 -0.1125142723 
0.2252772392E-03 -0.2352002921E-03 0.4516552726E-03 -0.3746350412E-03 -0.1913682371 
0.5085903103E-03 -0.4718249329E-05 -0.1761366366E-04 0.5093854998E-04 -0.1953618526 
0.2330525080E-02 0.4545589400E-04 -0.2502987045E-03 -0.5369635619E-04 -0.3059074283 
0.4284018942E-03 -0.5832550869E-05 0.2530043712E-03 -0.5143040835E-04 -0.2224837691 
0.9241878986E-02 -0.7978301437E-04 -0.7677804679E-03 0.3556295997E-03 -0.3252463937 
0.1737039885E-02 0.2133011776E-05 0.2823571849E-03 -0.9348744643E-03 -0.2398926318 
0.2269863524E-01 -0.2472433844E-03 -0.1034641318E-03 -0.1018806826E-02 -0.3327245712 
0.1272602472E-02 0.2097911602E-04 -0.9022704908E-03 0.3130612895E-03 -0.3756061196 
0.8712485433E-01 0.6180451019E-03 -0.2018584637E-02 -0.7561927778E-03 -0.4999668598 
0.1409130055E-02 -0.2437848252E-05 0.3141386260E-03 -0.1010088832E-02 -0.2018392980 
0.8505085856E-01 -0.1198303304E-02 -0.3421267320E-03 -0.1290734741E-02 -0.3931962252 
0.6026524585E-02 0.8659866580E-05 0.8662033826E-02 -0.1543123554E-01 -0.5237737298 
0.5779576302 -0.1236190088E-01 0.1235434134E-01 -0.7908489555E-02 -1.367361307 
-0.2109514549E-02 0.1004951355E-04 -0.1345808618E-02 -0.5055099726E-02 0.7266135812 
