  6.8589998E-07 -4.6840000E-07  0.0000000E+00  0.0000000E+00  0.9959000    
 -1.5200000E-05  1.4939999E-07  0.0000000E+00  0.0000000E+00  0.9982000    
  2.2110000E-04  4.8370001E-08  1.5340000E-04 -2.7250001E-04  0.9947000    
  8.1589998E-05  4.0869999E-08  7.7639997E-05 -1.3050000E-04  0.9923000    
  1.6870001E-05  3.5620000E-09  3.8810002E-05 -5.4569999E-05  0.9927000    
 -6.9230000E-06 -1.2840000E-09  1.3070000E-05 -1.4220000E-05  0.9930000    
 -1.0080000E-05 -6.2340000E-08  2.2149999E-05 -2.1960001E-05  0.9863000    
 -8.6609998E-06 -9.9339999E-08  2.4180001E-05 -1.5730000E-05  0.9862000    
 -7.3010001E-06 -9.2199997E-08  1.7030001E-05 -9.4919997E-06  0.9853000    
  9.8950004E-06 -1.3240000E-07  3.3330001E-05 -4.6890000E-05  0.9702000    
  2.4980000E-05 -3.0280000E-07  4.1849999E-05 -7.6520002E-05  0.9555000    
  1.4090000E-05 -5.0720001E-07  3.0260000E-05 -5.1060000E-05  0.9255000    
  2.4779999E-06 -7.0559997E-07 -3.2940000E-06 -1.8150000E-05  0.9230000    
  5.6290000E-06 -8.6049999E-07 -3.7939999E-06 -3.1470001E-05  0.9212000    
  1.3190000E-05 -7.9720002E-07  5.2589999E-06 -5.0039998E-05  0.9187000    
  1.0620000E-05 -1.8280000E-06  2.3279999E-06 -1.5320000E-05  0.6992000    
  2.5990000E-06 -1.5620000E-06  3.3640001E-05  5.8189999E-05  0.8287000    
  5.9200000E-05 -2.0259999E-06  5.4749999E-05  3.7430000E-05  0.8237000    
  1.3879999E-04 -2.8820000E-06  5.6890000E-05  7.5639997E-05  0.7366000    
  1.4890000E-04 -3.0240001E-06 -9.6620002E-05  2.8529999E-04  0.7242000    
  2.2750000E-04 -2.3380001E-06 -2.1210000E-04  3.8670001E-04  0.7064000    
  3.2779999E-04 -2.2029999E-06 -1.7160000E-04  3.6119999E-04  0.6040000    
  4.1859999E-04 -1.3250000E-06 -7.8780002E-05  1.1640000E-04  0.6640000    
  3.4040000E-04  1.3580000E-06 -1.8130000E-04  2.2690000E-04  0.2123000    
  4.6069999E-04  7.2429998E-06 -2.6710000E-04 -2.0780000E-04  0.1683000    
  6.0929998E-04  1.4160000E-05  2.0340001E-04 -1.3850000E-03  0.1488000    
  9.9109998E-04  2.3439999E-05  1.7270000E-03 -3.8530000E-03  0.1361000    
 -6.8080000E-04 -5.8629998E-06 -1.5110000E-03 -1.8829999E-04  0.1642000    
 -2.3670000E-04 -4.9920000E-06  1.9769999E-03 -3.4749999E-03  0.3587000    
 -1.3160000E-03 -7.0560000E-06 -8.3849998E-04  6.7829998E-04  0.2159000    
  9.3390001E-05  3.0600000E-05  7.2599999E-03 -7.4049998E-03  0.3918000    
 -1.3430000E-03 -1.3740000E-05  1.1800000E-04 -3.1740000E-04  5.4669999E-02
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 -1.5219999E-03  1.3730000E-08  2.5260000E-04 -2.4550001E-03 -2.6099999E-06
  3.2409999E-04 -5.1739998E-03 -9.2959999E-06  8.4290002E-04 -8.6200004E-03
 -1.3990000E-05  1.2919999E-03 -1.2160000E-02 -1.8700001E-05  1.8640000E-03
 -1.5120000E-02 -2.0340000E-05  2.2770001E-03 -2.1299999E-02 -1.3960000E-05
  2.7040001E-03 -2.8820001E-02 -1.4230000E-05  3.8350001E-03 -3.5969999E-02
 -2.2259999E-05  5.1980000E-03 -4.7669999E-02 -3.2010001E-05  6.9229999E-03
 -6.4910002E-02 -2.3869999E-05  9.3400003E-03 -9.2009999E-02 -3.0820000E-05
  1.4160000E-02 -0.1152000     -4.8850001E-05  1.8570000E-02 -0.1357000    
 -5.1780000E-05  2.3429999E-02 -0.1524000     -3.3200002E-05  2.8360000E-02
 -0.1827000      8.5630003E-05  4.1609999E-02 -0.1842000      1.0390000E-04
  4.5279998E-02 -0.1804000      9.8490003E-05  4.8009999E-02 -0.1665000    
  6.0990002E-05  4.9910001E-02 -0.1453000      4.7230001E-06  4.8730001E-02
 -0.1196000     -5.2390002E-05  4.4330001E-02 -8.4140003E-02 -9.8529999E-05
  3.4869999E-02 -6.0380001E-02 -1.0660000E-04  2.6780000E-02 -1.3740000E-02
 -5.0729999E-05  7.0900000E-03 -2.0780000E-03 -9.7370003E-06  1.1500000E-03
