   1  0.978967289215E-01 -0.382623466989E-03  0.239876257739E-05 -0.328420705766E+04 -0.289582772600E-03  0.686809090025E+02
   2  0.292494640030E-01  0.243152618080E-04  0.172700328098E-06  0.168456695088E+03  0.466863102631E-03 -0.881031029229E+01
   3 -0.276718220650E-01  0.267881631844E-03  0.185164076422E-06 -0.142388590649E+02 -0.689732548626E-04  0.850091984383E+00
   4 -0.234093161290E-01  0.302366547727E-03  0.132826230012E-06  0.209297063233E+01 -0.154527089583E-03  0.120746169334E+00
   5 -0.195111360325E-01  0.263882282534E-03  0.138921706601E-06  0.574782857717E+00 -0.156786514742E-03  0.230107854589E+00
   6 -0.260686351866E-01  0.273668901872E-03  0.935821546324E-07 -0.322571626417E+01 -0.184706330962E-03  0.713938940610E+00
   7 -0.319958838552E-01  0.318055312692E-03 -0.633688664090E-07 -0.306873769275E+01 -0.175273751106E-03  0.703882056807E+00
   8 -0.293630366397E-01  0.350194981315E-03 -0.204885300154E-06 -0.113316792061E+01 -0.154644603461E-03  0.358464251921E+00
   9 -0.170302109645E-01  0.291312379246E-03 -0.110153089780E-06 -0.263691304120E+00 -0.157425119442E-03  0.178138657749E+00
  10 -0.727628575537E-02  0.222568697522E-03  0.350453515995E-08 -0.139706067728E+00 -0.157962193547E-03  0.140260224329E+00
  11 -0.185020607343E-02  0.160312258815E-03  0.108025665304E-06 -0.425184274203E+00 -0.159526502843E-03  0.211300268337E+00
  12  0.795539339337E-03  0.112222346745E-03  0.182206980391E-06 -0.704197621963E+00 -0.157643922545E-03  0.291481069235E+00
  13  0.457429655227E-02  0.786736865269E-04  0.225142161823E-06 -0.561335674202E+00 -0.149498158993E-03  0.257319490992E+00
  14  0.834055891969E-02  0.613850422134E-04  0.226415126584E-06 -0.275721204059E+00 -0.134134194345E-03  0.163573463365E+00
  15  0.134902940825E-01  0.433277085450E-04  0.239065345898E-06 -0.149345031708E-01 -0.122973969558E-03  0.633600222195E-01
