  5  4  5 10 12 14
  5  2  3  4  5 13
  5  4  5  6  7 13
  5  4  6  9 10 12
  5  4  7  8  9 14
  5  1  5 10 12 14
  5  2  3  4  5  7
  0 -1 -1 -1 -1 -1
  5  2  3  4  7  9
  5  1  4  6 13 15
  5  1  2  5 11 13
  0 -1 -1 -1 -1 -1
  5  1  3  8 11 14
  5  1  6  7  8 13
  5  3  5  6  7 14
  5  2  4 11 12 14
  5  8  9 10 11 13
  5  3  4  6  7  8
