   1  0.108734664633E+00 -0.814914915837E-03  0.243745128864E-05 -0.369096774785E+04  0.497089943345E-03  0.757482313949E+02
   2  0.766029971974E-01 -0.418683340603E-03  0.120261857420E-05  0.186094440912E+03  0.494010051018E-03 -0.964717045523E+01
   3 -0.395145741686E-01  0.449923377943E-03  0.882569721476E-07  0.217988933783E+01 -0.262179271195E-03  0.433988679358E+00
   4 -0.563260938859E-01  0.604861713113E-03 -0.372939336116E-06  0.340019996849E+01 -0.246584423097E-03  0.267243549481E+00
   5 -0.436926292519E-01  0.470209238503E-03 -0.250222323900E-06  0.717126722138E-01 -0.188142612451E-03  0.354135043126E+00
   6 -0.347189563943E-01  0.342700428512E-03 -0.330200756423E-07 -0.370972006999E+01 -0.199734974715E-03  0.806382460359E+00
   7 -0.352456772511E-01  0.343885593124E-03 -0.112762810607E-06 -0.327060134270E+01 -0.181468773622E-03  0.743988741070E+00
   8 -0.292289711043E-01  0.351326764444E-03 -0.216611304335E-06 -0.111316587916E+01 -0.153074366166E-03  0.353514860813E+00
   9 -0.168058857509E-01  0.291292218011E-03 -0.118831184880E-06 -0.253031759677E+00 -0.156010592343E-03  0.175049217953E+00
  10 -0.701935249580E-02  0.221883246466E-03 -0.343007643485E-08 -0.134855448476E+00 -0.156560837659E-03  0.138433590524E+00
  11 -0.157222419170E-02  0.159170976775E-03  0.102314500909E-06 -0.422829602837E+00 -0.158104302711E-03  0.210085707359E+00
  12  0.106194727607E-02  0.110915132726E-03  0.177101921227E-06 -0.703373093676E+00 -0.156192425673E-03  0.290701297212E+00
  13  0.480803110045E-02  0.775017818216E-04  0.220049110176E-06 -0.561013894882E+00 -0.148071154451E-03  0.256740864431E+00
  14  0.855838392575E-02  0.603071745459E-04  0.221528673441E-06 -0.275349741226E+00 -0.132789624192E-03  0.163026275451E+00
  15  0.136886449975E-01  0.424401132746E-04  0.234083677795E-06 -0.141272511586E-01 -0.121681593871E-03  0.626744706224E-01
  16  0.161425714060E-01  0.255730784659E-04  0.247481680061E-06  0.632032239023E-01 -0.111696174885E-03  0.266146534776E-01
  17  0.189226694172E-01  0.668955355632E-05  0.269944869517E-06  0.113166791023E+00 -0.104844281765E-03 -0.748474188924E-03
  18  0.191492529926E-01 -0.910368797138E-05  0.287662530823E-06  0.807840430708E-01 -0.968667735696E-04  0.811404245027E-02
  19  0.190399172265E-01 -0.258990099480E-04  0.307553919544E-06  0.388830135249E-01 -0.892129816763E-04  0.241421849103E-01
  20  0.187637406031E-01 -0.428682485722E-04  0.330859154721E-06 -0.102326670282E-01 -0.837002138776E-04  0.463886280771E-01
  21  0.175124366689E-01 -0.546344451399E-04  0.341924717176E-06 -0.574120843215E-01 -0.772673410315E-04  0.703547536335E-01
  22  0.163390505856E-01 -0.629249388960E-04  0.346305595982E-06 -0.864440648480E-01 -0.712316954772E-04  0.863294043880E-01
  23  0.151696410546E-01 -0.666968542232E-04  0.342542618455E-06 -0.100905999839E+00 -0.657255281714E-04  0.948325076627E-01
  24  0.144080393191E-01 -0.678073494831E-04  0.333169241416E-06 -0.996667423623E-01 -0.599504869784E-04  0.936598863034E-01
  25  0.150915760636E-01 -0.688938582939E-04  0.325691896423E-06 -0.726192095592E-01 -0.549779210669E-04  0.758997195234E-01
  26  0.160110062948E-01 -0.714763303640E-04  0.320898954759E-06 -0.492283230216E-01 -0.501019194196E-04  0.594463174258E-01
  27  0.170505154184E-01 -0.750516092873E-04  0.318469330065E-06 -0.312294734599E-01 -0.458963359896E-04  0.457442731780E-01
  28  0.182137352290E-01 -0.791784564612E-04  0.317975886097E-06 -0.172390935646E-01 -0.426039055009E-04  0.341776137344E-01
  29  0.190710272353E-01 -0.844573027546E-04  0.319927436706E-06 -0.101962233687E-01 -0.393524671225E-04  0.278206344160E-01
  30  0.197999637097E-01 -0.897873048950E-04  0.322817388911E-06 -0.624184556050E-02 -0.367299153901E-04  0.239095130754E-01
  31  0.205820050331E-01 -0.950306742643E-04  0.325936538173E-06 -0.281620033245E-02 -0.344557370776E-04  0.202310815477E-01
  32  0.212909248686E-01 -0.983865457250E-04  0.327791879560E-06  0.989644402580E-03 -0.332380312238E-04  0.161045347928E-01
  33  0.213798598949E-01 -0.100222045437E-03  0.326606073105E-06  0.117134303383E-02 -0.317990565029E-04  0.153984902134E-01
  34  0.214943316848E-01 -0.102093739084E-03  0.325572961166E-06  0.126792119942E-02 -0.305243783949E-04  0.147976387825E-01
  35  0.215999418899E-01 -0.103719890261E-03  0.324195563280E-06  0.130059775647E-02 -0.294350008083E-04  0.142889046320E-01
  36  0.214016116163E-01 -0.103671489565E-03  0.319822897140E-06  0.817533076496E-03 -0.283325038264E-04  0.143713382841E-01
  37  0.210324079193E-01 -0.102839656761E-03  0.314934406796E-06 -0.573189973032E-04 -0.276259455898E-04  0.150566469210E-01
  38  0.206474016715E-01 -0.101801318020E-03  0.309689669015E-06 -0.815979188296E-03 -0.270372259790E-04  0.157214338191E-01
  39  0.201410121559E-01 -0.996534946333E-04  0.302093170898E-06 -0.131252252038E-02 -0.262108223919E-04  0.160503060187E-01
  40  0.195630421462E-01 -0.968413014835E-04  0.293135146563E-06 -0.167328018875E-02 -0.253063525632E-04  0.162286029866E-01
  41  0.188358857084E-01 -0.934825223002E-04  0.283863599072E-06 -0.224103965374E-02 -0.246652702772E-04  0.168384130375E-01
  42  0.181007121851E-01 -0.891648849674E-04  0.272325208018E-06 -0.226923948799E-02 -0.235855706535E-04  0.165604110426E-01
  43  0.173634466730E-01 -0.845616990964E-04  0.260112646270E-06 -0.220543777983E-02 -0.224788203473E-04  0.161415451382E-01
  44  0.166379783585E-01 -0.799355141863E-04  0.248033142345E-06 -0.216970420357E-02 -0.215270997984E-04  0.157880916329E-01
  45  0.159511983807E-01 -0.755842563091E-04  0.236982423249E-06 -0.221820800122E-02 -0.208624340836E-04  0.156048075522E-01
  46  0.152043451117E-01 -0.709526217675E-04  0.225187765431E-06 -0.227514257591E-02 -0.201065048064E-04  0.154751358123E-01
  47  0.143945060559E-01 -0.659849099813E-04  0.212573184687E-06 -0.233531141713E-02 -0.192826245646E-04  0.153895352055E-01
  48  0.140094416381E-01 -0.627995985725E-04  0.204963900938E-06 -0.209258284479E-02 -0.191491503673E-04  0.147666764474E-01
  49  0.136520937561E-01 -0.595447996836E-04  0.197320450877E-06 -0.184111283608E-02 -0.191194343014E-04  0.141030489427E-01
  50  0.132766040974E-01 -0.560213991024E-04  0.189101752657E-06 -0.161257314552E-02 -0.191278234550E-04  0.134590785120E-01
  51  0.130043645164E-01 -0.528061976881E-04  0.181584914032E-06 -0.135163587194E-02 -0.191826387987E-04  0.126797128586E-01
  52  0.127143669430E-01 -0.494006465733E-04  0.173656130733E-06 -0.112152028498E-02 -0.192399232238E-04  0.119358646330E-01
  53  0.123814055483E-01 -0.457057323490E-04  0.165097616587E-06 -0.929706316950E-03 -0.192944578897E-04  0.112596946434E-01
  54  0.121957794298E-01 -0.436278697399E-04  0.160298180119E-06 -0.793763691555E-03 -0.195420275030E-04  0.107824472384E-01
  55  0.118982767279E-01 -0.411105408467E-04  0.154310288169E-06 -0.686843320609E-03 -0.194956555563E-04  0.103550151726E-01
  56  0.115311980889E-01 -0.382644347100E-04  0.147459122832E-06 -0.597934748582E-03 -0.192892950724E-04  0.995911190873E-02
  57  0.111417528582E-01 -0.352245666578E-04  0.140147628412E-06 -0.517863131318E-03 -0.190693503772E-04  0.957694123097E-02
  58  0.107350839198E-01 -0.320349310198E-04  0.132470289085E-06 -0.446162453969E-03 -0.188378992538E-04  0.920907785193E-02
  59  0.104239599146E-01 -0.300340084174E-04  0.127536025165E-06 -0.455710416571E-03 -0.187698016327E-04  0.907241194427E-02
  60  0.100082852879E-01 -0.280449385305E-04  0.122308840969E-06 -0.511141277462E-03 -0.184899853844E-04  0.911825795453E-02
  61  0.955494524269E-02 -0.259608801086E-04  0.116761016272E-06 -0.568248756832E-03 -0.181483080746E-04  0.919564821027E-02
  62  0.914832832637E-02 -0.239689524304E-04  0.111012079938E-06 -0.575876282241E-03 -0.175088211521E-04  0.908859507984E-02
  63  0.886636353132E-02 -0.225124140985E-04  0.106468303301E-06 -0.531917809630E-03 -0.168091713993E-04  0.880136557148E-02
  64  0.865488287458E-02 -0.214059452044E-04  0.102808144901E-06 -0.471065092291E-03 -0.161595544124E-04  0.845803725353E-02
  65  0.839082235200E-02 -0.202829910508E-04  0.989051925003E-07 -0.438304635014E-03 -0.154158576654E-04  0.821919860152E-02
  66  0.808299121836E-02 -0.191315590851E-04  0.947577483768E-07 -0.423931757732E-03 -0.145894248169E-04  0.805562359263E-02
  67  0.784159944508E-02 -0.181955092257E-04  0.916327837856E-07 -0.424142308381E-03 -0.141445278364E-04  0.794222944121E-02
  68  0.762358608691E-02 -0.173187059869E-04  0.888502386680E-07 -0.428766282587E-03 -0.138539208988E-04  0.784929971841E-02
  69  0.739736250954E-02 -0.164288067687E-04  0.859240093152E-07 -0.431581077885E-03 -0.135135877456E-04  0.775729441983E-02
  70  0.716563847420E-02 -0.163011089215E-04  0.844761378825E-07 -0.481930335141E-03 -0.132584435033E-04  0.790881742651E-02
  71  0.708786270484E-02 -0.160301424022E-04  0.834378503316E-07 -0.496627437946E-03 -0.135062585566E-04  0.789482801064E-02
  72  0.700843471616E-02 -0.157794119712E-04  0.823901793313E-07 -0.508426267104E-03 -0.137348104751E-04  0.787876073723E-02
  73  0.693016006456E-02 -0.155687796441E-04  0.813634449561E-07 -0.517078357754E-03 -0.139352477561E-04  0.785757387936E-02
  74  0.693017530626E-02 -0.152751512599E-04  0.799979463288E-07 -0.488302675959E-03 -0.138950718860E-04  0.762463603113E-02
  75  0.688366981363E-02 -0.149838244572E-04  0.785922925142E-07 -0.471440959217E-03 -0.138153033581E-04  0.746073853100E-02
  76  0.679771720195E-02 -0.147253598834E-04  0.771848587140E-07 -0.463408420508E-03 -0.136827095351E-04  0.735273517720E-02
  77  0.677362124248E-02 -0.146722459830E-04  0.759694517925E-07 -0.443174584090E-03 -0.134096726552E-04  0.716777686736E-02
  78  0.683958456865E-02 -0.148968823736E-04  0.750710278058E-07 -0.408919079716E-03 -0.129837657474E-04  0.688531870246E-02
  79  0.700396126689E-02 -0.153746485287E-04  0.749870645361E-07 -0.368956401697E-03 -0.127972550339E-04  0.656765494510E-02
  80  0.711703174590E-02 -0.155698973242E-04  0.745651418456E-07 -0.325810531956E-03 -0.125187557512E-04  0.622642808854E-02
  81  0.713696205057E-02 -0.156451382081E-04  0.736471301338E-07 -0.292052775026E-03 -0.119837121414E-04  0.593939073653E-02
  82  0.715409953084E-02 -0.158250122103E-04  0.727935909343E-07 -0.262373359570E-03 -0.113784994774E-04  0.567282579896E-02
  83  0.716246095221E-02 -0.161376691268E-04  0.720854433536E-07 -0.238609684198E-03 -0.107403616355E-04  0.544427079861E-02
  84  0.710767402224E-02 -0.156351524555E-04  0.700212698688E-07 -0.216029253030E-03 -0.103061985098E-04  0.521923671228E-02
  85  0.702139653078E-02 -0.147159639456E-04  0.672343940244E-07 -0.194802661940E-03 -0.996425940729E-05  0.499868627229E-02
  86  0.694909651716E-02 -0.140609337935E-04  0.650650697724E-07 -0.178807588026E-03 -0.967600810588E-05  0.481654700096E-02
  87  0.688970700905E-02 -0.136599943086E-04  0.635268913247E-07 -0.167413628604E-03 -0.945540061518E-05  0.467114153229E-02
  88  0.685628968067E-02 -0.130832367780E-04  0.618327000891E-07 -0.153290751364E-03 -0.933689296725E-05  0.449743150778E-02
  89  0.681918891646E-02 -0.123917601371E-04  0.600720411372E-07 -0.140976704979E-03 -0.933658532263E-05  0.433751458558E-02
  90  0.679519206339E-02 -0.118676559726E-04  0.585157333521E-07 -0.129548445796E-03 -0.926807850585E-05  0.418235117021E-02
  91  0.675957980896E-02 -0.113517194878E-04  0.568422145354E-07 -0.119939422818E-03 -0.914399500140E-05  0.404105634379E-02
